student_name,country,university_ranking_band,university_name,specialization,industry,company_name
Sandra A. Brooks,UK,Top 100,Northern Research University,AI/ML,Healthcare,Roche
Sandra F. Miller,Germany,100-300,Frankfurt Applied Science University,Cloud,Other,Non-Profit Org
Sandra S. Cox,USA,100-300,Western State University,Cybersecurity,Healthcare,Novartis
Dorothy U. Castillo,India,300+,Technical Technology and Science,Cybersecurity,Healthcare,Johnson & Johnson
Ronald A. Price,Germany,300+,Berlin Regional University,Cybersecurity,Tech,Adobe
Frank B. Nguyen,Germany,100-300,Frankfurt Applied Science University,Cybersecurity,Consulting,EY
Dorothy J. Lee,India,300+,Technical Technology and Science,AI/ML,Manufacturing,Toyota
Sarah B. Walker,Germany,300+,Berlin Regional University,Cloud,Manufacturing,Boeing
Kevin N. Cook,UK,300+,Imperial Higher Learning Center,Cybersecurity,Consulting,KPMG
Mateo P. Martin,India,Top 100,Indian Institute of Advanced Technology,Core CS,Healthcare,UnitedHealth Group
Matthew Y. Mitchell,Germany,300+,Berlin Regional University,Core CS,Tech,NVIDIA
Kimberly B. Ramos,Germany,300+,Berlin Regional University,AI/ML,Finance,General Corp
Richard J. Rodriguez,India,300+,Technical Technology and Science,AI/ML,Finance,General Corp
Angela X. Stewart,USA,Top 100,Federal Research University,Core CS,Healthcare,Medtronic
Tyler J. Jones,Canada,100-300,Great Lakes Polytechnic Institute,Data Science,Consulting,PwC
Aaron J. Murphy,India,300+,Technical Technology and Science,Data Science,Tech,Adobe
Larry A. Hill,USA,100-300,Western State University,Cloud,Consulting,KPMG
Anthony L. Morales,Germany,100-300,Frankfurt Applied Science University,Cloud,Healthcare,UnitedHealth Group
Julie H. Richardson,UK,100-300,Northern State University,Cybersecurity,Tech,Adobe
Brian C. Adams,Germany,Top 100,Technical Technical University of Excellence,Core CS,Other,Educational Institution
Donna C. Young,Germany,100-300,Frankfurt Applied Science University,Data Science,Manufacturing,General Electric
Matthew F. Foster,USA,300+,Eastern Community College,AI/ML,Consulting,PwC
Catherine L. Young,India,Top 100,Indian Institute of Advanced Technology,Cybersecurity,Consulting,Accenture
Ashley R. Robinson,Canada,300+,Northern Community College,Cloud,Healthcare,Johnson & Johnson
Li Y. James,Canada,100-300,Great Lakes Polytechnic Institute,Data Science,Consulting,Oliver Wyman
Cynthia K. Nelson,India,300+,Technical Technology and Science,Data Science,Healthcare,Novartis
Larry D. Hill,India,300+,Technical Technology and Science,Cloud,Other,Retail Corp
Julie A. Morales,UK,Top 100,Northern Research University,Cloud,Other,Standard Bank
Hiroshi Y. White,India,300+,Technical Technology and Science,Cybersecurity,Other,Educational Institution
Kathleen X. Nelson,UK,300+,Imperial Higher Learning Center,Core CS,Manufacturing,Ford
Laura J. Bailey,India,Top 100,Indian Institute of Advanced Technology,Cloud,Healthcare,Medtronic
Kathleen M. Roberts,UK,100-300,Northern State University,Core CS,Healthcare,Mayo Clinic
Nicole A. Miller,India,100-300,Delhi Technology and Science,Data Science,Tech,Salesforce
Yuki J. Edwards,India,300+,Technical Technology and Science,Data Science,Other,Global Logistics
Mateo I. Rodriguez,Canada,Top 100,Northern University of Excellence,Core CS,Other,Non-Profit Org
Tyler E. Hughes,Germany,100-300,Frankfurt Applied Science University,Cybersecurity,Consulting,EY
Alice H. Hernandez,Germany,100-300,Frankfurt Applied Science University,AI/ML,Healthcare,AstraZeneca
Linda X. Hall,UK,100-300,Northern State University,Core CS,Healthcare,Pfizer
Elizabeth D. Watson,USA,Top 100,Federal Research University,Cloud,Tech,Google
Catherine H. Collins,Canada,100-300,Great Lakes Polytechnic Institute,Data Science,Tech,NVIDIA
Dorothy F. Mitchell,India,100-300,Delhi Technology and Science,Cybersecurity,Other,Non-Profit Org
Richard D. Davis,Canada,100-300,Great Lakes Polytechnic Institute,Data Science,Consulting,McKinsey & Company
Stephen Q. Lee,USA,300+,Eastern Community College,AI/ML,Tech,Amazon
Sarah T. Perez,Canada,100-300,Great Lakes Polytechnic Institute,Cybersecurity,Consulting,EY
Sandra O. Martinez,USA,Top 100,Federal Research University,Data Science,Other,Retail Corp
Margaret S. Edwards,USA,100-300,Western State University,Core CS,Consulting,Bain & Company
Li A. Bennett,USA,Top 100,Federal Research University,Data Science,Finance,General Corp
Nicole A. Evans,USA,300+,Eastern Community College,Data Science,Finance,General Corp
John Q. Collins,USA,Top 100,Federal Research University,Data Science,Healthcare,Roche
Arjun I. Bailey,India,100-300,Delhi Technology and Science,Cloud,Consulting,BCG
Ronald F. Rivera,Canada,100-300,Great Lakes Polytechnic Institute,Cloud,Consulting,BCG
Melissa T. Alvarez,Germany,300+,Berlin Regional University,Data Science,Finance,General Corp
Amanda L. Garcia,Germany,Top 100,Technical Technical University of Excellence,Core CS,Other,Retail Corp
Michelle Z. Clark,India,100-300,Delhi Technology and Science,AI/ML,Tech,Microsoft
Daniel Y. Peterson,UK,300+,Imperial Higher Learning Center,Cybersecurity,Tech,Apple
Shirley L. Garcia,USA,300+,Eastern Community College,Core CS,Tech,Adobe
Ashley V. Sanders,Canada,300+,Northern Community College,Core CS,Consulting,EY
Nicole K. Robinson,USA,300+,Eastern Community College,Core CS,Finance,General Corp
Ashley B. Taylor,USA,100-300,Western State University,Cybersecurity,Other,Non-Profit Org
Nicole E. Wilson,Germany,Top 100,Technical Technical University of Excellence,Cloud,Manufacturing,General Electric
Matthew T. Gonzalez,USA,Top 100,Federal Research University,AI/ML,Finance,General Corp
Patricia G. Ortiz,Canada,300+,Northern Community College,Data Science,Healthcare,Mayo Clinic
Margaret K. Lee,Canada,100-300,Great Lakes Polytechnic Institute,Data Science,Tech,Apple
Deborah E. Ramos,Germany,100-300,Frankfurt Applied Science University,AI/ML,Tech,Salesforce
Larry V. Stewart,India,100-300,Delhi Technology and Science,Core CS,Other,Global Logistics
Patrick D. Sanders,Germany,300+,Berlin Regional University,Cybersecurity,Consulting,PwC
Brenda E. Myers,Germany,Top 100,Technical Technical University of Excellence,Core CS,Healthcare,Novartis
Donna B. Rogers,USA,300+,Eastern Community College,Data Science,Other,Non-Profit Org
Nancy S. Morgan,UK,300+,Imperial Higher Learning Center,Cybersecurity,Finance,General Corp
Linda O. Wilson,India,100-300,Delhi Technology and Science,Core CS,Other,Local Startup
Nicole E. Harris,India,100-300,Delhi Technology and Science,Cybersecurity,Consulting,Bain & Company
Nicole C. Richardson,India,300+,Technical Technology and Science,Core CS,Manufacturing,Lockheed Martin
Deborah V. Wright,USA,100-300,Western State University,AI/ML,Tech,Amazon
Ryan X. Ruiz,Germany,100-300,Frankfurt Applied Science University,Cybersecurity,Manufacturing,Lockheed Martin
Jeffrey Z. Martinez,USA,300+,Eastern Community College,AI/ML,Other,Retail Corp
Richard E. Smith,Canada,300+,Northern Community College,Cybersecurity,Tech,Intel
Frank Y. Alvarez,UK,100-300,Northern State University,Core CS,Tech,Microsoft
Sarah W. Reed,UK,100-300,Northern State University,Data Science,Healthcare,Mayo Clinic
Anna O. Carter,USA,Top 100,Federal Research University,Cybersecurity,Healthcare,UnitedHealth Group
Edward Y. Watson,Germany,100-300,Frankfurt Applied Science University,Cybersecurity,Consulting,Oliver Wyman
Jennifer P. Johnson,India,Top 100,Indian Institute of Advanced Technology,Data Science,Healthcare,Merck
Anna Q. Price,Canada,Top 100,Northern University of Excellence,Data Science,Tech,Meta
Ryan I. Morgan,Canada,100-300,Great Lakes Polytechnic Institute,Data Science,Finance,General Corp
William O. Johnson,UK,100-300,Northern State University,Data Science,Tech,Intel
William E. Foster,Germany,300+,Berlin Regional University,Cloud,Finance,General Corp
Joseph C. Smith,India,100-300,Delhi Technology and Science,AI/ML,Other,Educational Institution
Kimberly G. Martin,UK,Top 100,Northern Research University,Core CS,Other,Standard Bank
Sarah X. Perez,Germany,300+,Berlin Regional University,Data Science,Other,Non-Profit Org
Larry B. Lewis,India,100-300,Delhi Technology and Science,Cloud,Healthcare,Mayo Clinic
David U. Hernandez,USA,300+,Eastern Community College,Data Science,Manufacturing,Siemens
Samuel V. Nguyen,Germany,300+,Berlin Regional University,Core CS,Manufacturing,BMW
Amy B. Morris,Canada,100-300,Great Lakes Polytechnic Institute,Cloud,Healthcare,Mayo Clinic
Nancy F. Brown,Germany,100-300,Frankfurt Applied Science University,Core CS,Other,Educational Institution
Brian V. Scott,Germany,100-300,Frankfurt Applied Science University,AI/ML,Manufacturing,Ford
Stephen W. Morgan,Germany,100-300,Frankfurt Applied Science University,Cybersecurity,Other,Retail Corp
Lisa D. Wood,India,100-300,Delhi Technology and Science,Data Science,Finance,General Corp
Jeffrey O. Gomez,India,Top 100,Indian Institute of Advanced Technology,Data Science,Manufacturing,Caterpillar
Diane V. Gonzalez,USA,300+,Eastern Community College,AI/ML,Finance,General Corp
Brandon K. Patel,USA,300+,Eastern Community College,Cloud,Healthcare,Pfizer
Jessica E. Sanders,India,300+,Technical Technology and Science,Cloud,Healthcare,Pfizer
Christopher A. Hughes,India,Top 100,Indian Institute of Advanced Technology,Cloud,Manufacturing,Siemens
Li H. Bennett,UK,Top 100,Northern Research University,Cloud,Tech,NVIDIA
Susan I. Miller,Germany,300+,Berlin Regional University,Core CS,Consulting,KPMG
Pamela I. Jimenez,Germany,300+,Berlin Regional University,AI/ML,Manufacturing,Honda
Julie U. Lewis,Canada,Top 100,Northern University of Excellence,Cloud,Healthcare,UnitedHealth Group
Justin N. Nelson,India,100-300,Delhi Technology and Science,Cybersecurity,Healthcare,UnitedHealth Group
Carol J. Price,India,Top 100,Indian Institute of Advanced Technology,AI/ML,Healthcare,Johnson & Johnson
Sofia N. Ramos,USA,100-300,Western State University,Core CS,Consulting,PwC
John P. Diaz,USA,100-300,Western State University,Cybersecurity,Consulting,Oliver Wyman
Brenda L. Morgan,Germany,Top 100,Technical Technical University of Excellence,Cloud,Tech,Microsoft
Gary I. Perez,Germany,100-300,Frankfurt Applied Science University,Cybersecurity,Consulting,Oliver Wyman
Gary Y. Walker,India,100-300,Delhi Technology and Science,Data Science,Healthcare,Medtronic
Frank L. Castillo,Germany,100-300,Frankfurt Applied Science University,Cybersecurity,Manufacturing,General Electric
Nancy Q. Gutierrez,India,300+,Technical Technology and Science,Data Science,Consulting,BCG
Ashley N. Martinez,Canada,Top 100,Northern University of Excellence,Core CS,Healthcare,Medtronic
Brandon O. Collins,Canada,100-300,Great Lakes Polytechnic Institute,Core CS,Manufacturing,Siemens
Charles K. Hernandez,UK,300+,Imperial Higher Learning Center,AI/ML,Consulting,KPMG
Michael S. Morgan,USA,300+,Eastern Community College,Cybersecurity,Consulting,Bain & Company
James I. Bennett,UK,100-300,Northern State University,Cloud,Finance,General Corp
Benjamin Q. Anderson,Canada,300+,Northern Community College,Data Science,Other,Non-Profit Org
Thomas F. Gray,Germany,100-300,Frankfurt Applied Science University,AI/ML,Consulting,Accenture
Frank D. Clark,USA,300+,Eastern Community College,Data Science,Consulting,PwC
Jack I. Bennett,USA,100-300,Western State University,Data Science,Tech,Meta
Jonathan L. Myers,UK,300+,Imperial Higher Learning Center,Cybersecurity,Other,Non-Profit Org
Richard S. Edwards,USA,300+,Eastern Community College,Data Science,Healthcare,AstraZeneca
Laura S. Lewis,Canada,300+,Northern Community College,Data Science,Finance,General Corp
Yuki L. White,Germany,300+,Berlin Regional University,Cloud,Consulting,EY
Patricia I. Williams,UK,Top 100,Northern Research University,Cybersecurity,Healthcare,Pfizer
Jennifer Z. Kelly,Germany,300+,Berlin Regional University,Cloud,Consulting,EY
Jessica U. Thompson,UK,300+,Imperial Higher Learning Center,AI/ML,Tech,Adobe
Anthony L. Scott,India,Top 100,Indian Institute of Advanced Technology,Core CS,Tech,NVIDIA
Greta I. Morris,USA,300+,Eastern Community College,Data Science,Healthcare,Merck
Jonathan U. Gutierrez,India,300+,Technical Technology and Science,Cybersecurity,Manufacturing,General Electric
Amy C. Cook,USA,Top 100,Federal Research University,Core CS,Consulting,Capgemini
Stephen F. Sanders,India,100-300,Delhi Technology and Science,Data Science,Manufacturing,General Electric
Angela L. Johnson,Germany,Top 100,Technical Technical University of Excellence,Data Science,Healthcare,Pfizer
Barbara U. Nguyen,Canada,100-300,Great Lakes Polytechnic Institute,Core CS,Finance,General Corp
Helen A. Wood,UK,300+,Imperial Higher Learning Center,AI/ML,Finance,General Corp
Brenda R. Edwards,USA,100-300,Western State University,Cloud,Consulting,Bain & Company
Samuel T. Martinez,UK,100-300,Northern State University,Cloud,Consulting,BCG
Jerry W. Moore,Canada,300+,Northern Community College,Core CS,Finance,General Corp
David T. Wilson,India,100-300,Delhi Technology and Science,Cybersecurity,Tech,Amazon
Cynthia E. Taylor,Germany,100-300,Frankfurt Applied Science University,AI/ML,Other,Educational Institution
Jerry J. Harris,UK,100-300,Northern State University,AI/ML,Consulting,Bain & Company
Brian X. Price,India,300+,Technical Technology and Science,Core CS,Healthcare,AstraZeneca
Stephen N. Anderson,USA,100-300,Western State University,Core CS,Consulting,Accenture
Cynthia G. Brown,UK,300+,Imperial Higher Learning Center,Cloud,Healthcare,Pfizer
Sharon Z. Cruz,UK,300+,Imperial Higher Learning Center,Cybersecurity,Finance,General Corp
Ananya P. Morgan,USA,100-300,Western State University,Cloud,Consulting,EY
Hiroshi C. Evans,Canada,300+,Northern Community College,Core CS,Tech,Meta
Wei J. Gray,India,100-300,Delhi Technology and Science,Core CS,Healthcare,Medtronic
Carl C. Parker,UK,100-300,Northern State University,AI/ML,Tech,NVIDIA
Ryan A. Harris,India,Top 100,Indian Institute of Advanced Technology,Cybersecurity,Healthcare,Mayo Clinic
Nicholas A. Williams,Germany,100-300,Frankfurt Applied Science University,Core CS,Manufacturing,General Electric
Yuki L. Garcia,India,100-300,Delhi Technology and Science,AI/ML,Other,Educational Institution
Angela K. Thompson,India,100-300,Delhi Technology and Science,Cloud,Tech,Adobe
Jerry O. Garcia,USA,100-300,Western State University,Cloud,Other,Retail Corp
Jason J. Cruz,India,300+,Technical Technology and Science,AI/ML,Tech,Oracle
Barbara J. King,Canada,100-300,Great Lakes Polytechnic Institute,Data Science,Other,Standard Bank
Susan Y. Thomas,India,100-300,Delhi Technology and Science,Cloud,Tech,Intel
Christopher N. Rivera,Germany,100-300,Frankfurt Applied Science University,Data Science,Tech,Google
Catherine D. Morgan,India,300+,Technical Technology and Science,AI/ML,Tech,NVIDIA
Margaret H. Thompson,USA,100-300,Western State University,Cybersecurity,Finance,General Corp
Wei R. Campbell,Germany,300+,Berlin Regional University,Core CS,Consulting,KPMG
Edward E. Bailey,USA,100-300,Western State University,Cloud,Tech,Amazon
William I. Mendoza,Canada,100-300,Great Lakes Polytechnic Institute,Core CS,Other,Educational Institution
Mark O. Davis,Canada,Top 100,Northern University of Excellence,Data Science,Manufacturing,General Electric
Ananya U. Brown,USA,300+,Eastern Community College,Cloud,Healthcare,Johnson & Johnson
Samuel O. Baker,Canada,100-300,Great Lakes Polytechnic Institute,Cybersecurity,Other,Educational Institution
Angela N. Gomez,USA,Top 100,Federal Research University,Cybersecurity,Finance,General Corp
Jonathan Y. Gray,UK,300+,Imperial Higher Learning Center,Cybersecurity,Other,Global Logistics
Li Z. Carter,India,100-300,Delhi Technology and Science,Cybersecurity,Consulting,Capgemini
Jack J. Bennett,UK,300+,Imperial Higher Learning Center,Core CS,Finance,General Corp
Jeffrey K. Walker,Canada,100-300,Great Lakes Polytechnic Institute,Core CS,Other,Standard Bank
Michelle V. Allen,USA,300+,Eastern Community College,Data Science,Finance,General Corp
Matthew G. Patel,USA,Top 100,Federal Research University,Core CS,Other,Government Agency
